LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,35.88030059,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2004,36.40902607,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,36.06062774,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,36.27022348,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,36.6816724,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,36.48835308,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,36.2892796,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,35.7952178,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,35.63716788,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,36.15027106,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,36.23123837,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,36.89133213,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,37.28614559,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,36.71813484,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,37.03390916,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,36.82171891,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,36.9885098,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,36.70840926,
ROU,RESEARCHER,TOT,HEADCOUNT,A,1993,40092,
ROU,RESEARCHER,TOT,HEADCOUNT,A,1994,35231,
ROU,RESEARCHER,TOT,HEADCOUNT,A,1995,34260,
ROU,RESEARCHER,TOT,HEADCOUNT,A,1996,31783,
ROU,RESEARCHER,TOT,HEADCOUNT,A,1997,30663,
ROU,RESEARCHER,TOT,HEADCOUNT,A,1998,30723,
ROU,RESEARCHER,TOT,HEADCOUNT,A,1999,26492,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2000,23179,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2001,23597,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2002,24636,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2003,25968,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2004,27253,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2005,29608,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2006,28637,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2007,30740,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2008,30864,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2009,30645,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2010,30707,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2011,25489,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2012,27838,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2013,27600,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2014,27535,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2015,27253,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2016,27801,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2017,27367,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2018,27471,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2019,27168,
ROU,RESEARCHER,TOT,HEADCOUNT,A,2020,28090,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2005,364807.475,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2007,377209.9123,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2009,385489.2347,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2010,394755.0331,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2011,429009.3872,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2012,442384.5,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2013,466689.3,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2014,489181.2,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2015,496953,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2016,510980,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2017,520936,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2018,535477,
GBR,RESEARCHER,TOT,HEADCOUNT,A,2019,548498.41,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,1998,12754,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,1999,13307,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2000,12736.88134,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2001,13334.20532,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2002,17486.96514,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2003,18826.37585,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2004,20489.28131,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2005,22712.16715,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2006,25819.65525,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2007,27293.91676,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2008,28931.73733,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2009,31856.75546,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2010,34580.32532,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2011,37544.10568,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2012,39037.7893,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2013,39481.88573,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2014,40066.40347,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2015,40574.34464,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2016,41299.84688,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2017,42393.19684,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2018,43653.89236,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2019,45114.62088,
TWN,RESEARCHER,WOMEN,HEADCOUNT,A,2020,46671.70353,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,1997,7902,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,1999,8615,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2001,9883,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2003,10326,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2005,11560,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2007,13858,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2008,14892,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2009,15770,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2010,15998,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2011,16501,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2012,16923,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2013,17659,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2014,18725,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2015,19507,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2016,20520,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2017,22052,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2018,23112,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2019,23794,
NOR,RESEARCHER,WOMEN,HEADCOUNT,A,2020,24397,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,27.76036292,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,27.52142821,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,32.30330673,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,32.39183328,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,30.77370447,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,30.97359957,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,34.32599468,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,31.4757424,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,33.0163943,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,33.06966447,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,34.43408837,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,32.43273529,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,34.80042961,
CHL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,34.87978376,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,1998,18.79059992,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2002,20.70935612,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2004,23.62952387,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,25.28580358,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,26.44523232,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,28.4407071,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,28.98992516,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,29.59495017,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,29.49353628,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,30.0592961,
AUT,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,30.39204113,
CHN,RESEARCHER,TOT,HEADCOUNT,A,2010,1747589,
CHN,RESEARCHER,TOT,HEADCOUNT,A,2011,1905899,
CHN,RESEARCHER,TOT,HEADCOUNT,A,2012,2069650,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2005,82459,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2007,71244,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2009,73025,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2011,80154,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2013,101820,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2015,108761,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2017,107042,
SWE,RESEARCHER,TOT,HEADCOUNT,A,2019,111179,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2003,14073,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2012,13569.4551,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2013,13942.8026,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2014,15449.7805,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2015,16959.7827,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2016,18308.5937,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2017,18256.37547,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2018,18112.49706,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2019,19032.66864,
MEX,RESEARCHER,WOMEN,HEADCOUNT,A,2020,20156.56242,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,1999,26.09358752,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2000,27.83026687,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2001,28.78217415,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2002,29.456504,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,28.34091849,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2004,28.49090592,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,28.83843384,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,28.46694705,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,28.29005953,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,28.51046583,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,28.86073171,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,28.09426966,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,28.18184393,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,27.49505782,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,28.25225926,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,27.18626246,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,26.9451355,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,26.65002737,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,26.76882101,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,26.56456767,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,27.18323128,
CZE,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,27.59805501,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2005,130074.3731,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2007,138633.9,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2009,146211.2157,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2010,151280.089,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2011,161847.733,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2012,167375.4,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2013,177801,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2014,183011.6,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2015,191774,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2016,197576,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2017,201858,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2018,206687,
GBR,RESEARCHER,WOMEN,HEADCOUNT,A,2019,213855.71,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1981,36975,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1982,36684,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1983,36722,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1984,36834,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1985,36753,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1986,37306,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1987,36453,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1988,35268,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1989,33836,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1990,30256,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1991,26763,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1992,24110,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1993,23012,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1994,22401,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1995,20859,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1996,20485,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1997,21999,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1998,23547,
HUN,RESEARCHER,TOT,HEADCOUNT,A,1999,24609,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2000,27876,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2001,28351,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2002,29764,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2003,30292,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2004,30420,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2005,31407,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2006,32786,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2007,33059,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2008,33739,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2009,35267,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2010,35700,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2011,36945,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2012,37019,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2013,37803,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2014,39190,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2015,38418,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2016,38915,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2017,42729,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2018,54970,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2019,58091,
HUN,RESEARCHER,TOT,HEADCOUNT,A,2020,62177,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2004,28.96190867,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,30.23078483,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,31.55069172,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,31.49405577,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,30.72362311,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,31.41752509,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,31.9207407,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,32.06311144,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,32.24816591,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,31.48977433,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,32.09582996,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,32.29076945,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,32.5178598,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,33.1517021,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,33.70387079,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,33.74448886,
FIN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,33.40077008,
AUT,RESEARCHER,TOT,HEADCOUNT,A,1998,31404,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2002,39557,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2004,44127,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2006,49597,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2007,53590,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2009,59341,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2011,65609,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2013,71448,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2015,78051,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2017,83648,
AUT,RESEARCHER,TOT,HEADCOUNT,A,2019,93179,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,1999,40.95199432,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2001,35.28853455,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,37.0732055,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,36.37261948,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,36.7138973,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,39.37741887,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,37.99723393,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,37.81647624,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,39.03929211,
GRC,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,38.80167234,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,1997,9275,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,1998,10765,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,1999,12255,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2000,12914,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2001,13572,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2002,14734,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2003,15895,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2004,16326,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2005,16757,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2006,19553.5,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2007,22350,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2008,32301,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2009,33342,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2010,35204,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2011,36199,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2012,36805,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2013,35557,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2014,34874,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2015,35757,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2016,37293,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2017,39148,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2018,41576,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2019,43171,
PRT,RESEARCHER,WOMEN,HEADCOUNT,A,2020,44466,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,1998,1850,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,1999,1920,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2000,1969,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2001,2078,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2002,2168,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2005,2337,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2006,2636,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2007,3027,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2008,3013,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2009,3166,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2010,3249,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2011,3342,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2012,3358,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2013,3338,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2014,3399,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2015,3151,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2016,2981,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2017,3099,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2018,3199,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2019,3283,
EST,RESEARCHER,WOMEN,HEADCOUNT,A,2020,3678,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2005,29477,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2007,24958,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2009,26073,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2011,29847,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2013,33876,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2015,36673,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2017,34931,
SWE,RESEARCHER,WOMEN,HEADCOUNT,A,2019,36990,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2007,9885.552439,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2008,10581.99793,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2009,8770,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2010,9453,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2011,9388.21,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2012,10446.8,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2013,9795.440834,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2014,12303.12423,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2015,13015.06193,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2016,14180.67003,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2017,14391.5005,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2018,15466.94984,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2019,15437.63956,
CHL,RESEARCHER,TOT,HEADCOUNT,A,2020,15751.14202,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2002,25.62351958,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,25.25411475,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2004,25.76531623,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,26.26479316,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,27.09139019,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,27.37151341,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,28.01306837,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,28.49581201,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,29.3029872,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,29.21380835,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,29.58017751,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,29.60751276,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,30.06707782,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,30.24861558,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,30.6528939,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,30.7437322,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,30.76461492,
SGP,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,30.75121951,
FRA,RESEARCHER,TOT,HEADCOUNT,A,1992,177634,
FRA,RESEARCHER,TOT,HEADCOUNT,A,1993,181181,
FRA,RESEARCHER,TOT,HEADCOUNT,A,1994,186387,
FRA,RESEARCHER,TOT,HEADCOUNT,A,1995,189000,
FRA,RESEARCHER,TOT,HEADCOUNT,A,1996,190904,
FRA,RESEARCHER,TOT,HEADCOUNT,A,1997,197032,
FRA,RESEARCHER,TOT,HEADCOUNT,A,1998,198484,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2000,211365,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2001,217173,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2002,231816,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2003,240185.67,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2004,249533.4,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2005,251599,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2006,268943.86,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2007,278479.74,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2008,289040.69,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2009,296092.93,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2010,324551.2036,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2011,338469.5,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2012,356445.42,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2013,365737.25,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2014,379047.66,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2015,383842.82,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2016,396594,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2017,416217,
FRA,RESEARCHER,TOT,HEADCOUNT,A,2018,429958.97,
CZE,RESEARCHER,TOT,HEADCOUNT,A,1995,22967,
CZE,RESEARCHER,TOT,HEADCOUNT,A,1996,24828,
CZE,RESEARCHER,TOT,HEADCOUNT,A,1997,27444,
CZE,RESEARCHER,TOT,HEADCOUNT,A,1998,26876,
